*******************************************************************************
 Revised: July 31, 2013                  Sun                                 10

 PHYSICAL PROPERTIES (updated 2018-Aug-15):
  GM, km^3/s^2          = 132712440041.93938  Mass, 10^24 kg        = ~1988500
  Vol. mean radius, km  = 695700              Volume, 10^12 km^3    = 1412000
  Solar radius (IAU)    = 696000 km           Mean density, g/cm^3  = 1.408
  Radius (photosphere)  = 696500 km           Angular diam at 1 AU  = 1919.3"
  Photosphere temp., K  = 6600 (bottom)       Photosphere temp., K  = 4400(top)
  Photospheric depth    = ~500 km             Chromospheric depth   = ~2500 km
  Flatness, f           = 0.00005             Adopted sid. rot. per.= 25.38 d
  Surface gravity       =  274.0 m/s^2        Escape speed, km/s    =  617.7
  Pole (RA,DEC), deg.   = (286.13, 63.87)     Obliquity to ecliptic = 7.25 deg.
  Solar constant (1 AU) = 1367.6 W/m^2        Luminosity, 10^24 J/s = 382.8
  Mass-energy conv rate = 4.260 x 10^9 kg/s   Effective temp, K     = 5772
  Sunspot cycle         = 11.4 yr             Cycle 24 sunspot min. = 2008 A.D.

  Motion relative to nearby stars = apex : R.A.= 271 deg.; DEC.= +30 deg.
                                    speed: 19.4 km/s (0.0112 au/day)
  Motion relative to 2.73K BB/CBR = apex : l= 264.7 +- 0.8; b= 48.2 +- 0.5 deg.
                                    speed: 369 +-11 km/s
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Jan  8 06:02:04 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Jan-08 00:00:00.0000 UT      
Stop  time      : A.D. 2022-Feb-07 00:00:00.0000 UT      
Step-size       : 5 minutes
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 301.500100,-34.333200,1.059E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 301.500100,5272.50139,-3577.028 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun, EARTH                      {source: DE441}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.220106.p220401                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-JAN-06. PREDICTS-> 2022-MAR-31
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),
 2022-Jan-31 02:15, , , 211.886592,   -31.753331,
 2022-Jan-31 02:20, , , 210.630414,   -32.289757,
 2022-Jan-31 02:25, , , 209.355463,   -32.806574,
 2022-Jan-31 02:30, , , 208.061925,   -33.303236,
 2022-Jan-31 02:35, , , 206.750056,   -33.779197,
 2022-Jan-31 02:40, , , 205.420174,   -34.233919,
 2022-Jan-31 02:45, , , 204.072669,   -34.666867,
 2022-Jan-31 02:50, , , 202.708002,   -35.077519,
 2022-Jan-31 02:55, , , 201.326708,   -35.465363,
 2022-Jan-31 03:00, , , 199.929397,   -35.829900,
 2022-Jan-31 03:05, , , 198.516755,   -36.170650,
 2022-Jan-31 03:10, , , 197.089541,   -36.487153,
 2022-Jan-31 03:15, , , 195.648591,   -36.778968,
 2022-Jan-31 03:20, , , 194.194813,   -37.045682,
 2022-Jan-31 03:25, , , 192.729184,   -37.286910,
 2022-Jan-31 03:30, , , 191.252750,   -37.502295,
 2022-Jan-31 03:35, , , 189.766619,   -37.691513,
 2022-Jan-31 03:40, , , 188.271955,   -37.854276,
 2022-Jan-31 03:45, , , 186.769977,   -37.990333,
 2022-Jan-31 03:50, , , 185.261946,   -38.099471,
 2022-Jan-31 03:55, , , 183.749164,   -38.181517,
 2022-Jan-31 04:00, , , 182.232962,   -38.236342,
 2022-Jan-31 04:05, , , 180.714691,   -38.263858,
 2022-Jan-31 04:10, , , 179.195719,   -38.264021,
 2022-Jan-31 04:15, , , 177.677416,   -38.236831,
 2022-Jan-31 04:20, , , 176.161149,   -38.182330,
 2022-Jan-31 04:25, , , 174.648270,   -38.100607,
 2022-Jan-31 04:30, , , 173.140111,   -37.991791,
 2022-Jan-31 04:35, , , 171.637972,   -37.856054,
 2022-Jan-31 04:40, , , 170.143117,   -37.693608,
 2022-Jan-31 04:45, , , 168.656764,   -37.504704,
 2022-Jan-31 04:50, , , 167.180078,   -37.289631,
 2022-Jan-31 04:55, , , 165.714168,   -37.048711,
 2022-Jan-31 05:00, , , 164.260079,   -36.782300,
 2022-Jan-31 05:05, , , 162.818791,   -36.490784,
 2022-Jan-31 05:10, , , 161.391212,   -36.174577,
 2022-Jan-31 05:15, , , 159.978177,   -35.834117,
 2022-Jan-31 05:20, , , 158.580448,   -35.469865,
 2022-Jan-31 05:25, , , 157.198711,   -35.082302,
 2022-Jan-31 05:30, , , 155.833577,   -34.671925,
 2022-Jan-31 05:35, , , 154.485580,   -34.239246,
 2022-Jan-31 05:40, , , 153.155183,   -33.784790,
 2022-Jan-31 05:45, , , 151.842777,   -33.309087,
 2022-Jan-31 05:50, , , 150.548681,   -32.812680,
 2022-Jan-31 05:55, , , 149.273149,   -32.296111,
 2022-Jan-31 06:00, , , 148.016370,   -31.759928,
 2022-Jan-31 06:05, , , 146.778474,   -31.204679,
 2022-Jan-31 06:10, , , 145.559532,   -30.630910,
 2022-Jan-31 06:15, , , 144.359562,   -30.039165,
 2022-Jan-31 06:20, , , 143.178531,   -29.429983,
 2022-Jan-31 06:25, , , 142.016363,   -28.803898,
 2022-Jan-31 06:30, , , 140.872935,   -28.161437,
 2022-Jan-31 06:35, , , 139.748088,   -27.503118,
 2022-Jan-31 06:40, , , 138.641628,   -26.829453,
 2022-Jan-31 06:45, , , 137.553326,   -26.140942,
 2022-Jan-31 06:50, , , 136.482929,   -25.438074,
 2022-Jan-31 06:55, , , 135.430154,   -24.721331,
 2022-Jan-31 07:00, , , 134.394698,   -23.991180,
 2022-Jan-31 07:05, , , 133.376237,   -23.248078,
 2022-Jan-31 07:10, , , 132.374431,   -22.492471,
 2022-Jan-31 07:15, , , 131.388924,   -21.724791,
 2022-Jan-31 07:20, , , 130.419349,   -20.945460,
 2022-Jan-31 07:25, , , 129.465326,   -20.154887,
 2022-Jan-31 07:30, , , 128.526470,   -19.353470,
 2022-Jan-31 07:35, , , 127.602385,   -18.541592,
 2022-Jan-31 07:40,A, , 126.692672,   -17.719629,
 2022-Jan-31 07:45,A, , 125.796928,   -16.887940,
 2022-Jan-31 07:50,A, , 124.914747,   -16.046877,
 2022-Jan-31 07:55,A, , 124.045720,   -15.196778,
 2022-Jan-31 08:00,A, , 123.189438,   -14.337971,
 2022-Jan-31 08:05,A, , 122.345494,   -13.470774,
 2022-Jan-31 08:10,A,m, 121.513479,   -12.595493,
 2022-Jan-31 08:15,N,m, 120.692986,   -11.712425,
 2022-Jan-31 08:20,N,m, 119.883610,   -10.821855,
 2022-Jan-31 08:25,N,m, 119.084950,    -9.924063,
 2022-Jan-31 08:30,N,m, 118.296604,    -9.019315,
 2022-Jan-31 08:35,N,m, 117.518177,    -8.107870,
 2022-Jan-31 08:40,N,m, 116.749274,    -7.189979,
 2022-Jan-31 08:45,N,m, 115.989505,    -6.265884,
 2022-Jan-31 08:50,C,m, 115.238481,    -5.335820,
 2022-Jan-31 08:55,C,m, 114.495818,    -4.400012,
 2022-Jan-31 09:00,C,m, 113.761135,    -3.458681,
 2022-Jan-31 09:05,C,m, 113.034052,    -2.512039,
 2022-Jan-31 09:10,C,m, 112.314196,    -1.560292,
 2022-Jan-31 09:15,*,r, 111.601192,    -0.603638,
 2022-Jan-31 09:20,*,m, 110.894669,     0.357729,
 2022-Jan-31 09:25,*,m, 110.194260,     1.323621,
 2022-Jan-31 09:30,*,m, 109.499598,     2.293856,
 2022-Jan-31 09:35,*,m, 108.810316,     3.268257,
 2022-Jan-31 09:40,*,m, 108.126051,     4.246653,
 2022-Jan-31 09:45,*,m, 107.446439,     5.228876,
 2022-Jan-31 09:50,*,m, 106.771116,     6.214762,
 2022-Jan-31 09:55,*,m, 106.099718,     7.204154,
 2022-Jan-31 10:00,*,m, 105.431880,     8.196896,
 2022-Jan-31 10:05,*,m, 104.767236,     9.192835,
 2022-Jan-31 10:10,*,m, 104.105416,    10.191825,
 2022-Jan-31 10:15,*,m, 103.446050,    11.193718,
 2022-Jan-31 10:20,*,m, 102.788763,    12.198374,
 2022-Jan-31 10:25,*,m, 102.133175,    13.205651,
 2022-Jan-31 10:30,*,m, 101.478904,    14.215412,
 2022-Jan-31 10:35,*,m, 100.825559,    15.227520,
 2022-Jan-31 10:40,*,m, 100.172744,    16.241842,
 2022-Jan-31 10:45,*,m,  99.520054,    17.258243,
 2022-Jan-31 10:50,*,m,  98.867078,    18.276593,
 2022-Jan-31 10:55,*,m,  98.213393,    19.296760,
 2022-Jan-31 11:00,*,m,  97.558565,    20.318614,
 2022-Jan-31 11:05,*,m,  96.902148,    21.342024,
 2022-Jan-31 11:10,*,m,  96.243685,    22.366859,
 2022-Jan-31 11:15,*,m,  95.582701,    23.392989,
 2022-Jan-31 11:20,*,m,  94.918705,    24.420283,
 2022-Jan-31 11:25,*,m,  94.251189,    25.448606,
 2022-Jan-31 11:30,*,m,  93.579623,    26.477826,
 2022-Jan-31 11:35,*,m,  92.903457,    27.507804,
 2022-Jan-31 11:40,*,m,  92.222116,    28.538404,
 2022-Jan-31 11:45,*,m,  91.534998,    29.569482,
 2022-Jan-31 11:50,*,m,  90.841473,    30.600894,
 2022-Jan-31 11:55,*,m,  90.140878,    31.632491,
 2022-Jan-31 12:00,*,m,  89.432515,    32.664120,
 2022-Jan-31 12:05,*,m,  88.715649,    33.695621,
 2022-Jan-31 12:10,*,m,  87.989502,    34.726831,
 2022-Jan-31 12:15,*,m,  87.253251,    35.757579,
 2022-Jan-31 12:20,*,m,  86.506022,    36.787685,
 2022-Jan-31 12:25,*,m,  85.746888,    37.816964,
 2022-Jan-31 12:30,*,m,  84.974858,    38.845218,
 2022-Jan-31 12:35,*,m,  84.188880,    39.872241,
 2022-Jan-31 12:40,*,m,  83.387825,    40.897815,
 2022-Jan-31 12:45,*,m,  82.570488,    41.921707,
 2022-Jan-31 12:50,*,m,  81.735576,    42.943673,
 2022-Jan-31 12:55,*,m,  80.881698,    43.963449,
 2022-Jan-31 13:00,*,m,  80.007362,    44.980754,
 2022-Jan-31 13:05,*,m,  79.110958,    45.995288,
 2022-Jan-31 13:10,*,m,  78.190750,    47.006726,
 2022-Jan-31 13:15,*,m,  77.244863,    48.014719,
 2022-Jan-31 13:20,*,m,  76.271268,    49.018889,
 2022-Jan-31 13:25,*,m,  75.267771,    50.018827,
 2022-Jan-31 13:30,*,m,  74.231989,    51.014087,
 2022-Jan-31 13:35,*,m,  73.161339,    52.004184,
 2022-Jan-31 13:40,*,m,  72.053014,    52.988587,
 2022-Jan-31 13:45,*,m,  70.903966,    53.966717,
 2022-Jan-31 13:50,*,m,  69.710878,    54.937935,
 2022-Jan-31 13:55,*,m,  68.470144,    55.901542,
 2022-Jan-31 14:00,*,m,  67.177842,    56.856765,
 2022-Jan-31 14:05,*,m,  65.829711,    57.802751,
 2022-Jan-31 14:10,*,m,  64.421119,    58.738558,
 2022-Jan-31 14:15,*,m,  62.947047,    59.663140,
 2022-Jan-31 14:20,*,m,  61.402057,    60.575340,
 2022-Jan-31 14:25,*,m,  59.780284,    61.473871,
 2022-Jan-31 14:30,*,m,  58.075421,    62.357303,
 2022-Jan-31 14:35,*,m,  56.280718,    63.224049,
 2022-Jan-31 14:40,*,m,  54.389005,    64.072343,
 2022-Jan-31 14:45,*,m,  52.392731,    64.900225,
 2022-Jan-31 14:50,*,m,  50.284032,    65.705522,
 2022-Jan-31 14:55,*,m,  48.054849,    66.485830,
 2022-Jan-31 15:00,*,m,  45.697088,    67.238497,
 2022-Jan-31 15:05,*,m,  43.202856,    67.960614,
 2022-Jan-31 15:10,*,m,  40.564764,    68.649008,
 2022-Jan-31 15:15,*,m,  37.776328,    69.300242,
 2022-Jan-31 15:20,*,m,  34.832462,    69.910638,
 2022-Jan-31 15:25,*,m,  31.730058,    70.476302,
 2022-Jan-31 15:30,*,m,  28.468643,    70.993182,
 2022-Jan-31 15:35,*,m,  25.051069,    71.457148,
 2022-Jan-31 15:40,*,m,  21.484166,    71.864091,
 2022-Jan-31 15:45,*,m,  17.779287,    72.210056,
 2022-Jan-31 15:50,*,m,  13.952618,    72.491394,
 2022-Jan-31 15:55,*,m,  10.025171,    72.704922,
 2022-Jan-31 16:00,*,m,   6.022363,    72.848085,
 2022-Jan-31 16:05,*,m,   1.973155,    72.919100,
 2022-Jan-31 16:10,*,t, 357.908804,    72.917058,
 2022-Jan-31 16:15,*,m, 353.861332,    72.841984,
 2022-Jan-31 16:20,*,m, 349.861908,    72.694834,
 2022-Jan-31 16:25,*,m, 345.939332,    72.477435,
 2022-Jan-31 16:30,*,m, 342.118800,    72.192377,
 2022-Jan-31 16:35,*,m, 338.421070,    71.842873,
 2022-Jan-31 16:40,*,m, 334.862065,    71.432590,
 2022-Jan-31 16:45,*,m, 331.452880,    70.965493,
 2022-Jan-31 16:50,*,m, 328.200118,    70.445696,
 2022-Jan-31 16:55,*,m, 325.106432,    69.877325,
 2022-Jan-31 17:00,*,m, 322.171189,    69.264426,
 2022-Jan-31 17:05,*,m, 319.391158,    68.610879,
 2022-Jan-31 17:10,*,m, 316.761164,    67.920352,
 2022-Jan-31 17:15,*,m, 314.274661,    67.196265,
 2022-Jan-31 17:20,*,m, 311.924225,    66.441778,
 2022-Jan-31 17:25,*,m, 309.701944,    65.659785,
 2022-Jan-31 17:30,*,m, 307.599722,    64.852923,
 2022-Jan-31 17:35,*,m, 305.609506,    64.023583,
 2022-Jan-31 17:40,*,m, 303.723446,    63.173927,
 2022-Jan-31 17:45,*,m, 301.934011,    62.305902,
 2022-Jan-31 17:50,*,m, 300.234052,    61.421264,
 2022-Jan-31 17:55,*,m, 298.616844,    60.521592,
 2022-Jan-31 18:00,*,m, 297.076104,    59.608307,
 2022-Jan-31 18:05,*,m, 295.605989,    58.682687,
 2022-Jan-31 18:10,*,m, 294.201086,    57.745884,
 2022-Jan-31 18:15,*,m, 292.856396,    56.798938,
 2022-Jan-31 18:20,*,m, 291.567310,    55.842784,
 2022-Jan-31 18:25,*,m, 290.329584,    54.878272,
 2022-Jan-31 18:30,*,m, 289.139314,    53.906169,
 2022-Jan-31 18:35,*,m, 287.992911,    52.927171,
 2022-Jan-31 18:40,*,m, 286.887074,    51.941914,
 2022-Jan-31 18:45,*,m, 285.818767,    50.950973,
 2022-Jan-31 18:50,*,m, 284.785197,    49.954877,
 2022-Jan-31 18:55,*,m, 283.783791,    48.954108,
 2022-Jan-31 19:00,*,m, 282.812180,    47.949109,
 2022-Jan-31 19:05,*,m, 281.868176,    46.940288,
 2022-Jan-31 19:10,*,m, 280.949759,    45.928021,
 2022-Jan-31 19:15,*,m, 280.055064,    44.912655,
 2022-Jan-31 19:20,*,m, 279.182361,    43.894514,
 2022-Jan-31 19:25,*,m, 278.330047,    42.873895,
 2022-Jan-31 19:30,*,m, 277.496635,    41.851079,
 2022-Jan-31 19:35,*,m, 276.680742,    40.826328,
 2022-Jan-31 19:40,*,m, 275.881078,    39.799885,
 2022-Jan-31 19:45,*,m, 275.096442,    38.771983,
 2022-Jan-31 19:50,*,m, 274.325713,    37.742837,
 2022-Jan-31 19:55,*,m, 273.567837,    36.712654,
 2022-Jan-31 20:00,*,m, 272.821832,    35.681630,
 2022-Jan-31 20:05,*,m, 272.086771,    34.649950,
 2022-Jan-31 20:10,*,m, 271.361783,    33.617791,
 2022-Jan-31 20:15,*,m, 270.646049,    32.585325,
 2022-Jan-31 20:20,*,m, 269.938793,    31.552714,
 2022-Jan-31 20:25,*,m, 269.239282,    30.520117,
 2022-Jan-31 20:30,*,m, 268.546820,    29.487687,
 2022-Jan-31 20:35,*,m, 267.860747,    28.455571,
 2022-Jan-31 20:40,*,m, 267.180433,    27.423914,
 2022-Jan-31 20:45,*,m, 266.505279,    26.392857,
 2022-Jan-31 20:50,*,m, 265.834711,    25.362539,
 2022-Jan-31 20:55,*,m, 265.168179,    24.333094,
 2022-Jan-31 21:00,*,m, 264.505155,    23.304657,
 2022-Jan-31 21:05,*,m, 263.845133,    22.277360,
 2022-Jan-31 21:10,*,m, 263.187622,    21.251334,
 2022-Jan-31 21:15,*,m, 262.532149,    20.226709,
 2022-Jan-31 21:20,*,m, 261.878255,    19.203616,
 2022-Jan-31 21:25,*,m, 261.225497,    18.182183,
 2022-Jan-31 21:30,*,m, 260.573441,    17.162541,
 2022-Jan-31 21:35,*,m, 259.921664,    16.144821,
 2022-Jan-31 21:40,*,m, 259.269756,    15.129153,
 2022-Jan-31 21:45,*,m, 258.617312,    14.115670,
 2022-Jan-31 21:50,*,m, 257.963935,    13.104506,
 2022-Jan-31 21:55,*,m, 257.309236,    12.095797,
 2022-Jan-31 22:00,*,m, 256.652832,    11.089678,
 2022-Jan-31 22:05,*,m, 255.994343,    10.086291,
 2022-Jan-31 22:10,*,m, 255.333394,     9.085777,
 2022-Jan-31 22:15,*,m, 254.669613,     8.088282,
 2022-Jan-31 22:20,*,m, 254.002633,     7.093951,
 2022-Jan-31 22:25,*,m, 253.332084,     6.102938,
 2022-Jan-31 22:30,*,m, 252.657603,     5.115395,
 2022-Jan-31 22:35,*,m, 251.978824,     4.131482,
 2022-Jan-31 22:40,*,m, 251.295383,     3.151361,
 2022-Jan-31 22:45,*,m, 250.606914,     2.175199,
 2022-Jan-31 22:50,*,m, 249.913054,     1.203167,
 2022-Jan-31 22:55,*,m, 249.213433,     0.235441,
 2022-Jan-31 23:00,*,m, 248.507686,    -0.727797,
 2022-Jan-31 23:05,C,s, 247.795442,    -1.686361,
 2022-Jan-31 23:10,C, , 247.076327,    -2.640057,
 2022-Jan-31 23:15,C, , 246.349969,    -3.588686,
 2022-Jan-31 23:20,C, , 245.615989,    -4.532045,
 2022-Jan-31 23:25,C, , 244.874006,    -5.469920,
 2022-Jan-31 23:30,N, , 244.123637,    -6.402092,
 2022-Jan-31 23:35,N, , 243.364495,    -7.328337,
 2022-Jan-31 23:40,N, , 242.596189,    -8.248419,
 2022-Jan-31 23:45,N, , 241.818326,    -9.162097,
 2022-Jan-31 23:50,N, , 241.030509,   -10.069121,
 2022-Jan-31 23:55,N, , 240.232336,   -10.969233,
 2022-Feb-01 00:00,N, , 239.423406,   -11.862164,
 2022-Feb-01 00:05,A, , 238.603311,   -12.747637,
 2022-Feb-01 00:10,A, , 237.771642,   -13.625366,
 2022-Feb-01 00:15,A, , 236.927989,   -14.495054,
 2022-Feb-01 00:20,A, , 236.071939,   -15.356396,
 2022-Feb-01 00:25,A, , 235.203079,   -16.209072,
 2022-Feb-01 00:30,A, , 234.320993,   -17.052755,
 2022-Feb-01 00:35,A, , 233.425269,   -17.887107,
 2022-Feb-01 00:40, , , 232.515494,   -18.711775,
 2022-Feb-01 00:45, , , 231.591258,   -19.526398,
 2022-Feb-01 00:50, , , 230.652156,   -20.330602,
 2022-Feb-01 00:55, , , 229.697787,   -21.124001,
 2022-Feb-01 01:00, , , 228.727757,   -21.906196,
 2022-Feb-01 01:05, , , 227.741678,   -22.676777,
 2022-Feb-01 01:10, , , 226.739176,   -23.435321,
 2022-Feb-01 01:15, , , 225.719888,   -24.181394,
 2022-Feb-01 01:20, , , 224.683463,   -24.914547,
 2022-Feb-01 01:25, , , 223.629570,   -25.634323,
 2022-Feb-01 01:30, , , 222.557897,   -26.340249,
 2022-Feb-01 01:35, , , 221.468152,   -27.031843,
 2022-Feb-01 01:40, , , 220.360072,   -27.708613,
 2022-Feb-01 01:45, , , 219.233421,   -28.370053,
 2022-Feb-01 01:50, , , 218.087993,   -29.015651,
 2022-Feb-01 01:55, , , 216.923620,   -29.644883,
 2022-Feb-01 02:00, , , 215.740172,   -30.257217,
 2022-Feb-01 02:05, , , 214.537563,   -30.852117,
 2022-Feb-01 02:10, , , 213.315750,   -31.429036,
 2022-Feb-01 02:15, , , 212.074745,   -31.987427,
 2022-Feb-01 02:20, , , 210.814611,   -32.526737,
 2022-Feb-01 02:25, , , 209.535470,   -33.046413,
 2022-Feb-01 02:30, , , 208.237506,   -33.545901,
 2022-Feb-01 02:35, , , 206.920965,   -34.024651,
 2022-Feb-01 02:40, , , 205.586165,   -34.482116,
 2022-Feb-01 02:45, , , 204.233492,   -34.917756,
 2022-Feb-01 02:50, , , 202.863407,   -35.331040,
 2022-Feb-01 02:55, , , 201.476444,   -35.721450,
 2022-Feb-01 03:00, , , 200.073215,   -36.088480,
 2022-Feb-01 03:05, , , 198.654409,   -36.431643,
 2022-Feb-01 03:10, , , 197.220792,   -36.750470,
 2022-Feb-01 03:15, , , 195.773204,   -37.044516,
 2022-Feb-01 03:20, , , 194.312563,   -37.313359,
 2022-Feb-01 03:25, , , 192.839857,   -37.556606,
 2022-Feb-01 03:30, , , 191.356143,   -37.773895,
 2022-Feb-01 03:35, , , 189.862542,   -37.964897,
 2022-Feb-01 03:40, , , 188.360237,   -38.129318,
 2022-Feb-01 03:45, , , 186.850461,   -38.266901,
 2022-Feb-01 03:50, , , 185.334495,   -38.377428,
 2022-Feb-01 03:55, , , 183.813661,   -38.460723,
 2022-Feb-01 04:00, , , 182.289309,   -38.516653,
 2022-Feb-01 04:05, , , 180.762814,   -38.545128,
 2022-Feb-01 04:10, , , 179.235566,   -38.546101,
 2022-Feb-01 04:15, , , 177.708957,   -38.519570,
 2022-Feb-01 04:20, , , 176.184376,   -38.465579,
 2022-Feb-01 04:25, , , 174.663200,   -38.384216,
 2022-Feb-01 04:30, , , 173.146782,   -38.275610,
 2022-Feb-01 04:35, , , 171.636444,   -38.139935,
 2022-Feb-01 04:40, , , 170.133472,   -37.977405,
 2022-Feb-01 04:45, , , 168.639103,   -37.788276,
 2022-Feb-01 04:50, , , 167.154522,   -37.572837,
 2022-Feb-01 04:55, , , 165.680854,   -37.331416,
 2022-Feb-01 05:00, , , 164.219163,   -37.064374,
 2022-Feb-01 05:05, , , 162.770440,   -36.772102,
 2022-Feb-01 05:10, , , 161.335608,   -36.455017,
 2022-Feb-01 05:15, , , 159.915513,   -36.113566,
 2022-Feb-01 05:20, , , 158.510926,   -35.748214,
 2022-Feb-01 05:25, , , 157.122541,   -35.359448,
 2022-Feb-01 05:30, , , 155.750975,   -34.947772,
 2022-Feb-01 05:35, , , 154.396769,   -34.513705,
 2022-Feb-01 05:40, , , 153.060387,   -34.057777,
 2022-Feb-01 05:45, , , 151.742220,   -33.580526,
 2022-Feb-01 05:50, , , 150.442591,   -33.082499,
 2022-Feb-01 05:55, , , 149.161751,   -32.564247,
 2022-Feb-01 06:00, , , 147.899888,   -32.026322,
 2022-Feb-01 06:05, , , 146.657128,   -31.469280,
 2022-Feb-01 06:10, , , 145.433537,   -30.893671,
 2022-Feb-01 06:15, , , 144.229131,   -30.300046,
 2022-Feb-01 06:20, , , 143.043870,   -29.688948,
 2022-Feb-01 06:25, , , 141.877671,   -29.060918,
 2022-Feb-01 06:30, , , 140.730406,   -28.416486,
 2022-Feb-01 06:35, , , 139.601909,   -27.756177,
 2022-Feb-01 06:40, , , 138.491977,   -27.080505,
 2022-Feb-01 06:45, , , 137.400376,   -26.389975,
 2022-Feb-01 06:50, , , 136.326843,   -25.685081,
 2022-Feb-01 06:55, , , 135.271089,   -24.966307,
 2022-Feb-01 07:00, , , 134.232802,   -24.234124,
 2022-Feb-01 07:05, , , 133.211650,   -23.488993,
 2022-Feb-01 07:10, , , 132.207286,   -22.731362,
 2022-Feb-01 07:15, , , 131.219347,   -21.961667,
 2022-Feb-01 07:20, , , 130.247457,   -21.180331,
 2022-Feb-01 07:25, , , 129.291229,   -20.387766,
 2022-Feb-01 07:30, , , 128.350270,   -19.584372,
 2022-Feb-01 07:35, , , 127.424178,   -18.770535,
 2022-Feb-01 07:40,A, , 126.512548,   -17.946631,
 2022-Feb-01 07:45,A, , 125.614969,   -17.113023,
 2022-Feb-01 07:50,A, , 124.731027,   -16.270063,
 2022-Feb-01 07:55,A, , 123.860310,   -15.418090,
 2022-Feb-01 08:00,A, , 123.002402,   -14.557435,
 2022-Feb-01 08:05,A, , 122.156888,   -13.688415,
 2022-Feb-01 08:10,A, , 121.323355,   -12.811338,
 2022-Feb-01 08:15,N, , 120.501391,   -11.926501,
 2022-Feb-01 08:20,N, , 119.690586,   -11.034193,
 2022-Feb-01 08:25,N, , 118.890533,   -10.134691,
 2022-Feb-01 08:30,N, , 118.100826,    -9.228264,
 2022-Feb-01 08:35,N, , 117.321065,    -8.315171,
 2022-Feb-01 08:40,N, , 116.550850,    -7.395663,
 2022-Feb-01 08:45,N, , 115.789787,    -6.469984,
 2022-Feb-01 08:50,C, , 115.037484,    -5.538367,
 2022-Feb-01 08:55,C, , 114.293552,    -4.601040,
 2022-Feb-01 09:00,C, , 113.557607,    -3.658223,
 2022-Feb-01 09:05,C, , 112.829265,    -2.710129,
 2022-Feb-01 09:10,C, , 112.108148,    -1.756962,
 2022-Feb-01 09:15,*,r, 111.393879,    -0.798925,
 2022-Feb-01 09:20,*, , 110.686085,     0.163792,
 2022-Feb-01 09:25,*,m, 109.984393,     1.130998,
 2022-Feb-01 09:30,*,m, 109.288434,     2.102513,
 2022-Feb-01 09:35,*,m, 108.597838,     3.078158,
 2022-Feb-01 09:40,*,m, 107.912240,     4.057762,
 2022-Feb-01 09:45,*,m, 107.231271,     5.041157,
 2022-Feb-01 09:50,*,m, 106.554566,     6.028179,
 2022-Feb-01 09:55,*,m, 105.881757,     7.018670,
 2022-Feb-01 10:00,*,m, 105.212476,     8.012473,
 2022-Feb-01 10:05,*,m, 104.546355,     9.009438,
 2022-Feb-01 10:10,*,m, 103.883022,    10.009414,
 2022-Feb-01 10:15,*,m, 103.222103,    11.012256,
 2022-Feb-01 10:20,*,m, 102.563221,    12.017822,
 2022-Feb-01 10:25,*,m, 101.905993,    13.025970,
 2022-Feb-01 10:30,*,m, 101.250034,    14.036563,
 2022-Feb-01 10:35,*,m, 100.594951,    15.049462,
 2022-Feb-01 10:40,*,m,  99.940344,    16.064535,
 2022-Feb-01 10:45,*,m,  99.285807,    17.081646,
 2022-Feb-01 10:50,*,m,  98.630925,    18.100663,
 2022-Feb-01 10:55,*,m,  97.975273,    19.121455,
 2022-Feb-01 11:00,*,m,  97.318413,    20.143889,
 2022-Feb-01 11:05,*,m,  96.659899,    21.167836,
 2022-Feb-01 11:10,*,m,  95.999268,    22.193163,
 2022-Feb-01 11:15,*,m,  95.336042,    23.219739,
 2022-Feb-01 11:20,*,m,  94.669730,    24.247430,
 2022-Feb-01 11:25,*,m,  93.999818,    25.276103,
 2022-Feb-01 11:30,*,m,  93.325776,    26.305622,
 2022-Feb-01 11:35,*,m,  92.647049,    27.335849,
 2022-Feb-01 11:40,*,m,  91.963058,    28.366644,
 2022-Feb-01 11:45,*,m,  91.273200,    29.397864,
 2022-Feb-01 11:50,*,m,  90.576841,    30.429363,
